Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Date,Hour,Minute,Time Period
6284,City,151,Trip Completed,7/15/2016 18:18,7/15/2016 19:10,7/15/2016,18,18,Evening
6403,Airport,151,Trip Completed,7/15/2016 19:25,7/15/2016 20:15,7/15/2016,19,25,Night
6684,Airport,151,Trip Completed,7/15/2016 22:34,7/15/2016 23:27,7/15/2016,22,34,Night
451,City,152,Trip Completed,11/7/2016 9:10,11/7/2016 10:10,11/7/2016,9,10,Morning
588,City,152,Trip Completed,11/7/2016 11:20,11/7/2016 11:53,11/7/2016,11,20,Morning
671,Airport,152,Trip Completed,11/7/2016 13:16,11/7/2016 14:08,11/7/2016,13,16,Afternoon
1369,Airport,152,Trip Completed,12/7/2016 0:15,12/7/2016 0:53,12/7/2016,0,15,Late Night
1688,City,152,Trip Completed,12/7/2016 7:51,12/7/2016 8:21,12/7/2016,7,51,Early Morning
2861,City,152,Trip Completed,7/13/2016 5:38,7/13/2016 6:49,7/13/2016,5,38,Early Morning
3354,City,152,Trip Completed,7/13/2016 13:25,7/13/2016 14:39,7/13/2016,13,25,Afternoon
5141,Airport,152,Trip Completed,7/14/2016 20:15,7/14/2016 21:00,7/14/2016,20,15,Night
5460,Airport,152,Trip Completed,7/15/2016 4:06,7/15/2016 4:52,7/15/2016,4,6,Early Morning
5904,City,152,Trip Completed,7/15/2016 10:00,7/15/2016 10:34,7/15/2016,10,0,Morning
5973,Airport,152,Trip Completed,7/15/2016 11:10,7/15/2016 12:12,7/15/2016,11,10,Morning
704,Airport,153,Trip Completed,11/7/2016 14:12,11/7/2016 15:06,11/7/2016,14,12,Afternoon
785,City,153,Trip Completed,11/7/2016 16:49,11/7/2016 17:24,11/7/2016,16,49,Evening
2631,Airport,153,Trip Completed,12/7/2016 22:18,12/7/2016 23:07,12/7/2016,22,18,Night
2911,Airport,153,Trip Completed,7/13/2016 6:09,7/13/2016 6:59,7/13/2016,6,9,Early Morning
3360,Airport,153,Trip Completed,7/13/2016 13:37,7/13/2016 14:20,7/13/2016,13,37,Afternoon
3667,Airport,153,Trip Completed,7/13/2016 19:23,7/13/2016 20:11,7/13/2016,19,23,Night
4624,Airport,153,Trip Completed,7/14/2016 11:05,7/14/2016 11:53,7/14/2016,11,5,Morning
604,City,154,Trip Completed,11/7/2016 11:44,11/7/2016 12:49,11/7/2016,11,44,Morning
1464,Airport,154,Trip Completed,12/7/2016 5:03,12/7/2016 6:03,12/7/2016,5,3,Early Morning
1810,City,154,Trip Completed,12/7/2016 9:18,12/7/2016 9:54,12/7/2016,9,18,Morning
2009,City,154,Trip Completed,12/7/2016 13:25,12/7/2016 14:33,12/7/2016,13,25,Afternoon
2166,City,154,Trip Completed,12/7/2016 17:30,12/7/2016 18:35,12/7/2016,17,30,Evening
5379,City,154,Trip Completed,7/14/2016 23:51,7/15/2016 1:04,7/14/2016,23,51,Night
1367,City,155,Trip Completed,11/7/2016 0:05,11/7/2016 1:06,11/7/2016,0,5,Late Night
447,City,155,Trip Completed,11/7/2016 9:07,11/7/2016 9:57,11/7/2016,9,7,Morning
1682,City,155,Trip Completed,12/7/2016 7:47,12/7/2016 8:38,12/7/2016,7,47,Early Morning
2043,Airport,155,Trip Completed,12/7/2016 14:30,12/7/2016 15:21,12/7/2016,14,30,Afternoon
2796,Airport,155,Trip Completed,7/13/2016 4:49,7/13/2016 5:29,7/13/2016,4,49,Early Morning
3945,City,155,Trip Completed,7/13/2016 22:33,7/13/2016 23:16,7/13/2016,22,33,Night
4196,City,155,Trip Completed,7/14/2016 5:29,7/14/2016 6:36,7/14/2016,5,29,Early Morning
5174,City,155,Trip Completed,7/14/2016 20:29,7/14/2016 21:24,7/14/2016,20,29,Night
5480,City,155,Trip Completed,7/15/2016 4:51,7/15/2016 6:03,7/15/2016,4,51,Early Morning
5883,Airport,155,Trip Completed,7/15/2016 9:39,7/15/2016 10:48,7/15/2016,9,39,Morning
6013,Airport,155,Trip Completed,7/15/2016 12:26,7/15/2016 13:03,7/15/2016,12,26,Afternoon
438,City,156,Trip Completed,11/7/2016 9:05,11/7/2016 10:14,11/7/2016,9,5,Morning
636,City,156,Trip Completed,11/7/2016 12:25,11/7/2016 13:09,11/7/2016,12,25,Afternoon
1938,Airport,156,Trip Completed,12/7/2016 11:21,12/7/2016 12:03,12/7/2016,11,21,Morning
2129,Airport,156,Trip Completed,12/7/2016 17:06,12/7/2016 18:18,12/7/2016,17,6,Evening
3337,Airport,156,Trip Completed,7/13/2016 12:42,7/13/2016 13:50,7/13/2016,12,42,Afternoon
3472,City,156,Trip Completed,7/13/2016 17:16,7/13/2016 18:06,7/13/2016,17,16,Evening
3991,City,156,Trip Completed,7/13/2016 23:24,7/14/2016 0:06,7/13/2016,23,24,Night
4221,Airport,156,Trip Completed,7/14/2016 5:46,7/14/2016 6:35,7/14/2016,5,46,Early Morning
5719,Airport,156,Trip Completed,7/15/2016 7:45,7/15/2016 8:21,7/15/2016,7,45,Early Morning
143,Airport,157,Trip Completed,11/7/2016 5:24,11/7/2016 6:01,11/7/2016,5,24,Early Morning
784,City,157,Trip Completed,11/7/2016 16:50,11/7/2016 17:23,11/7/2016,16,50,Evening
1020,Airport,157,Trip Completed,11/7/2016 19:17,11/7/2016 20:08,11/7/2016,19,17,Night
2934,City,157,Trip Completed,7/13/2016 6:28,7/13/2016 7:10,7/13/2016,6,28,Early Morning
4073,City,157,Trip Completed,7/14/2016 2:10,7/14/2016 2:54,7/14/2016,2,10,Late Night
4751,City,157,Trip Completed,7/14/2016 15:18,7/14/2016 16:12,7/14/2016,15,18,Afternoon
5275,City,157,Trip Completed,7/14/2016 21:38,7/14/2016 22:21,7/14/2016,21,38,Night
1262,Airport,158,Trip Completed,11/7/2016 22:00,11/7/2016 23:04,11/7/2016,22,0,Night
1600,City,158,Trip Completed,12/7/2016 6:39,12/7/2016 7:13,12/7/2016,6,39,Early Morning
2016,City,158,Trip Completed,12/7/2016 13:34,12/7/2016 14:36,12/7/2016,13,34,Afternoon
2370,Airport,158,Trip Completed,12/7/2016 19:37,12/7/2016 20:11,12/7/2016,19,37,Night
3192,Airport,158,Trip Completed,7/13/2016 9:32,7/13/2016 10:42,7/13/2016,9,32,Morning
3367,Airport,158,Trip Completed,7/13/2016 13:51,7/13/2016 14:29,7/13/2016,13,51,Afternoon
3952,City,158,Trip Completed,7/13/2016 22:45,7/13/2016 23:41,7/13/2016,22,45,Night
4517,Airport,158,Trip Completed,7/14/2016 9:22,7/14/2016 10:04,7/14/2016,9,22,Morning
4944,City,158,Trip Completed,7/14/2016 18:33,7/14/2016 19:04,7/14/2016,18,33,Evening
6037,Airport,158,Trip Completed,7/15/2016 13:03,7/15/2016 14:01,7/15/2016,13,3,Afternoon
6385,Airport,158,Trip Completed,7/15/2016 19:19,7/15/2016 20:21,7/15/2016,19,19,Night
398,City,159,Trip Completed,11/7/2016 8:26,11/7/2016 9:32,11/7/2016,8,26,Morning
2163,Airport,159,Trip Completed,12/7/2016 17:30,12/7/2016 18:07,12/7/2016,17,30,Evening
3985,Airport,159,Trip Completed,7/13/2016 23:15,7/14/2016 0:33,7/13/2016,23,15,Night
4780,City,159,Trip Completed,7/14/2016 16:29,7/14/2016 16:58,7/14/2016,16,29,Evening
5453,City,159,Trip Completed,7/15/2016 3:38,7/15/2016 4:28,7/15/2016,3,38,Late Night
5807,City,159,Trip Completed,7/15/2016 8:41,7/15/2016 9:11,7/15/2016,8,41,Morning
6074,Airport,159,Trip Completed,7/15/2016 14:07,7/15/2016 14:56,7/15/2016,14,7,Afternoon
6651,City,159,Trip Completed,7/15/2016 22:06,7/15/2016 22:46,7/15/2016,22,6,Night
223,Airport,160,Trip Completed,11/7/2016 6:13,11/7/2016 7:05,11/7/2016,6,13,Early Morning
680,City,160,Trip Completed,11/7/2016 13:30,11/7/2016 14:38,11/7/2016,13,30,Afternoon
887,Airport,160,Trip Completed,11/7/2016 18:10,11/7/2016 18:47,11/7/2016,18,10,Evening
1689,Airport,160,Trip Completed,12/7/2016 7:51,12/7/2016 8:32,12/7/2016,7,51,Early Morning
1939,City,160,Trip Completed,12/7/2016 11:18,12/7/2016 11:54,12/7/2016,11,18,Morning
2182,City,160,Trip Completed,12/7/2016 17:42,12/7/2016 18:30,12/7/2016,17,42,Evening
3223,Airport,160,Trip Completed,7/13/2016 9:48,7/13/2016 10:31,7/13/2016,9,48,Morning
3819,Airport,160,Trip Completed,7/13/2016 21:08,7/13/2016 21:48,7/13/2016,21,8,Night
4823,Airport,160,Trip Completed,7/14/2016 17:22,7/14/2016 18:38,7/14/2016,17,22,Evening
5431,Airport,160,Trip Completed,7/15/2016 2:38,7/15/2016 3:23,7/15/2016,2,38,Late Night
6353,Airport,160,Trip Completed,7/15/2016 18:57,7/15/2016 19:27,7/15/2016,18,57,Evening
163,City,161,Trip Completed,11/7/2016 5:35,11/7/2016 6:49,11/7/2016,5,35,Early Morning
706,Airport,161,Trip Completed,11/7/2016 14:12,11/7/2016 15:27,11/7/2016,14,12,Afternoon
1214,Airport,161,Trip Completed,11/7/2016 21:30,11/7/2016 21:57,11/7/2016,21,30,Night
1399,City,161,Trip Completed,12/7/2016 2:35,12/7/2016 3:42,12/7/2016,2,35,Late Night
1574,Airport,161,Trip Completed,12/7/2016 6:26,12/7/2016 7:15,12/7/2016,6,26,Early Morning
1870,City,161,Trip Completed,12/7/2016 10:01,12/7/2016 10:42,12/7/2016,10,1,Morning
2267,Airport,161,Trip Completed,12/7/2016 18:33,12/7/2016 19:36,12/7/2016,18,33,Evening
2658,Airport,161,Trip Completed,12/7/2016 23:18,7/13/2016 0:03,12/7/2016,23,18,Night
3048,Airport,161,Trip Completed,7/13/2016 7:41,7/13/2016 8:14,7/13/2016,7,41,Early Morning
3301,Airport,161,Trip Completed,7/13/2016 11:41,7/13/2016 12:28,7/13/2016,11,41,Morning
3477,City,161,Trip Completed,7/13/2016 17:18,7/13/2016 18:09,7/13/2016,17,18,Evening
4371,City,161,Trip Completed,7/14/2016 7:34,7/14/2016 8:24,7/14/2016,7,34,Early Morning
445,City,162,Trip Completed,11/7/2016 9:06,11/7/2016 10:05,11/7/2016,9,6,Morning
1100,Airport,162,Trip Completed,11/7/2016 20:10,11/7/2016 20:52,11/7/2016,20,10,Night
1961,City,162,Trip Completed,12/7/2016 11:53,12/7/2016 12:27,12/7/2016,11,53,Morning
3215,Airport,162,Trip Completed,7/13/2016 9:49,7/13/2016 10:57,7/13/2016,9,49,Morning
3997,Airport,162,Trip Completed,7/13/2016 23:36,7/14/2016 0:22,7/13/2016,23,36,Night
4385,City,162,Trip Completed,7/14/2016 7:51,7/14/2016 8:24,7/14/2016,7,51,Early Morning
4736,City,162,Trip Completed,7/14/2016 14:31,7/14/2016 15:50,7/14/2016,14,31,Afternoon
5291,Airport,162,Trip Completed,7/14/2016 21:48,7/14/2016 22:45,7/14/2016,21,48,Night
5350,City,162,Trip Completed,7/14/2016 22:52,7/14/2016 23:42,7/14/2016,22,52,Night
5768,City,162,Trip Completed,7/15/2016 8:27,7/15/2016 9:30,7/15/2016,8,27,Morning
675,City,163,Trip Completed,11/7/2016 13:24,11/7/2016 13:55,11/7/2016,13,24,Afternoon
1996,Airport,163,Trip Completed,12/7/2016 12:57,12/7/2016 14:06,12/7/2016,12,57,Afternoon
2510,City,163,Trip Completed,12/7/2016 21:01,12/7/2016 21:50,12/7/2016,21,1,Night
3969,Airport,163,Trip Completed,7/13/2016 22:58,7/13/2016 23:58,7/13/2016,22,58,Night
4397,City,163,Trip Completed,7/14/2016 7:56,7/14/2016 8:57,7/14/2016,7,56,Early Morning
5326,City,163,Trip Completed,7/14/2016 22:09,7/14/2016 23:13,7/14/2016,22,9,Night
5987,City,163,Trip Completed,7/15/2016 11:42,7/15/2016 12:49,7/15/2016,11,42,Morning
6152,Airport,163,Trip Completed,7/15/2016 16:15,7/15/2016 17:16,7/15/2016,16,15,Evening
6317,City,163,Trip Completed,7/15/2016 18:35,7/15/2016 19:05,7/15/2016,18,35,Evening
602,City,164,Trip Completed,11/7/2016 11:38,11/7/2016 12:57,11/7/2016,11,38,Morning
981,City,164,Trip Completed,11/7/2016 19:01,11/7/2016 19:39,11/7/2016,19,1,Night
1317,Airport,164,Trip Completed,11/7/2016 22:57,11/7/2016 23:52,11/7/2016,22,57,Night
2112,Airport,164,Trip Completed,12/7/2016 16:32,12/7/2016 17:03,12/7/2016,16,32,Evening
2365,City,164,Trip Completed,12/7/2016 19:34,12/7/2016 20:12,12/7/2016,19,34,Night
2849,City,164,Trip Completed,7/13/2016 5:29,7/13/2016 6:34,7/13/2016,5,29,Early Morning
4573,City,164,Trip Completed,7/14/2016 9:47,7/14/2016 10:47,7/14/2016,9,47,Morning
5095,City,164,Trip Completed,7/14/2016 19:48,7/14/2016 20:55,7/14/2016,19,48,Night
741,Airport,165,Trip Completed,11/7/2016 15:39,11/7/2016 16:27,11/7/2016,15,39,Afternoon
1873,City,165,Trip Completed,12/7/2016 9:59,12/7/2016 10:44,12/7/2016,9,59,Morning
2134,Airport,165,Trip Completed,12/7/2016 17:14,12/7/2016 17:44,12/7/2016,17,14,Evening
3461,Airport,165,Trip Completed,7/13/2016 17:04,7/13/2016 18:07,7/13/2016,17,4,Evening
3711,Airport,165,Trip Completed,7/13/2016 19:47,7/13/2016 20:46,7/13/2016,19,47,Night
5001,Airport,165,Trip Completed,7/14/2016 18:59,7/14/2016 19:35,7/14/2016,18,59,Evening
248,City,166,Trip Completed,11/7/2016 6:38,11/7/2016 7:45,11/7/2016,6,38,Early Morning
1321,Airport,166,Trip Completed,11/7/2016 23:01,12/7/2016 0:05,11/7/2016,23,1,Night
1997,City,166,Trip Completed,12/7/2016 13:02,12/7/2016 13:57,12/7/2016,13,2,Afternoon
2544,City,166,Trip Completed,12/7/2016 21:22,12/7/2016 21:51,12/7/2016,21,22,Night
3863,City,166,Trip Completed,7/13/2016 21:44,7/13/2016 22:50,7/13/2016,21,44,Night
4336,City,166,Trip Completed,7/14/2016 7:14,7/14/2016 8:34,7/14/2016,7,14,Early Morning
4754,City,166,Trip Completed,7/14/2016 15:24,7/14/2016 16:18,7/14/2016,15,24,Afternoon
6620,City,166,Trip Completed,7/15/2016 21:48,7/15/2016 22:36,7/15/2016,21,48,Night
500,Airport,167,Trip Completed,11/7/2016 9:38,11/7/2016 10:12,11/7/2016,9,38,Morning
1518,City,167,Trip Completed,12/7/2016 5:50,12/7/2016 6:38,12/7/2016,5,50,Early Morning
3082,City,167,Trip Completed,7/13/2016 8:10,7/13/2016 8:50,7/13/2016,8,10,Morning
3478,Airport,167,Trip Completed,7/13/2016 17:19,7/13/2016 17:53,7/13/2016,17,19,Evening
4539,City,167,Trip Completed,7/14/2016 9:35,7/14/2016 10:46,7/14/2016,9,35,Morning
4791,City,167,Trip Completed,7/14/2016 16:43,7/14/2016 17:32,7/14/2016,16,43,Evening
5263,City,167,Trip Completed,7/14/2016 21:30,7/14/2016 21:59,7/14/2016,21,30,Night
1679,City,168,Trip Completed,12/7/2016 7:46,12/7/2016 8:24,12/7/2016,7,46,Early Morning
2276,Airport,168,Trip Completed,12/7/2016 18:38,12/7/2016 19:46,12/7/2016,18,38,Evening
2747,Airport,168,Trip Completed,7/13/2016 3:17,7/13/2016 3:54,7/13/2016,3,17,Late Night
3370,City,168,Trip Completed,7/13/2016 13:56,7/13/2016 14:56,7/13/2016,13,56,Afternoon
3741,Airport,168,Trip Completed,7/13/2016 20:14,7/13/2016 21:21,7/13/2016,20,14,Night
4266,Airport,168,Trip Completed,7/14/2016 6:10,7/14/2016 6:56,7/14/2016,6,10,Early Morning
5596,City,168,Trip Completed,7/15/2016 6:08,7/15/2016 6:51,7/15/2016,6,8,Early Morning
5961,Airport,168,Trip Completed,7/15/2016 10:55,7/15/2016 11:54,7/15/2016,10,55,Morning
6418,City,168,Trip Completed,7/15/2016 19:45,7/15/2016 20:22,7/15/2016,19,45,Night
759,City,169,Trip Completed,11/7/2016 16:16,11/7/2016 16:47,11/7/2016,16,16,Evening
2524,Airport,169,Trip Completed,12/7/2016 21:09,12/7/2016 21:55,12/7/2016,21,9,Night
2769,Airport,169,Trip Completed,7/13/2016 4:13,7/13/2016 5:06,7/13/2016,4,13,Early Morning
5071,Airport,169,Trip Completed,7/14/2016 19:30,7/14/2016 20:17,7/14/2016,19,30,Night
5287,City,169,Trip Completed,7/14/2016 21:46,7/14/2016 22:35,7/14/2016,21,46,Night
33,Airport,170,Trip Completed,11/7/2016 2:17,11/7/2016 3:31,11/7/2016,2,17,Late Night
2692,City,170,Trip Completed,7/13/2016 0:42,7/13/2016 1:40,7/13/2016,0,42,Late Night
2835,City,170,Trip Completed,7/13/2016 5:19,7/13/2016 6:24,7/13/2016,5,19,Early Morning
3122,Airport,170,Trip Completed,7/13/2016 8:37,7/13/2016 9:13,7/13/2016,8,37,Morning
3465,City,170,Trip Completed,7/13/2016 17:12,7/13/2016 18:03,7/13/2016,17,12,Evening
3857,City,170,Trip Completed,7/13/2016 21:34,7/13/2016 22:46,7/13/2016,21,34,Night
4343,Airport,170,Trip Completed,7/14/2016 7:17,7/14/2016 8:07,7/14/2016,7,17,Early Morning
4417,City,170,Trip Completed,7/14/2016 8:13,7/14/2016 9:07,7/14/2016,8,13,Morning
5756,City,170,Trip Completed,7/15/2016 8:03,7/15/2016 8:51,7/15/2016,8,3,Morning
5907,Airport,170,Trip Completed,7/15/2016 9:56,7/15/2016 11:04,7/15/2016,9,56,Morning
699,Airport,171,Trip Completed,11/7/2016 14:02,11/7/2016 15:02,11/7/2016,14,2,Afternoon
821,City,171,Trip Completed,11/7/2016 17:34,11/7/2016 17:57,11/7/2016,17,34,Evening
2085,City,171,Trip Completed,12/7/2016 15:41,12/7/2016 16:27,12/7/2016,15,41,Afternoon
2346,Airport,171,Trip Completed,12/7/2016 19:17,12/7/2016 20:04,12/7/2016,19,17,Night
2704,City,171,Trip Completed,7/13/2016 1:12,7/13/2016 1:58,7/13/2016,1,12,Late Night
2901,Airport,171,Trip Completed,7/13/2016 6:04,7/13/2016 7:17,7/13/2016,6,4,Early Morning
3475,City,171,Trip Completed,7/13/2016 17:19,7/13/2016 17:55,7/13/2016,17,19,Evening
3743,Airport,171,Trip Completed,7/13/2016 20:19,7/13/2016 21:10,7/13/2016,20,19,Night
5209,Airport,171,Trip Completed,7/14/2016 20:58,7/14/2016 21:59,7/14/2016,20,58,Night
6674,Airport,171,Trip Completed,7/15/2016 22:25,7/15/2016 23:08,7/15/2016,22,25,Night
714,City,172,Trip Completed,11/7/2016 14:28,11/7/2016 15:34,11/7/2016,14,28,Afternoon
792,Airport,172,Trip Completed,11/7/2016 17:01,11/7/2016 17:44,11/7/2016,17,1,Evening
1341,Airport,172,Trip Completed,11/7/2016 23:26,12/7/2016 0:06,11/7/2016,23,26,Night
1745,City,172,Trip Completed,12/7/2016 8:22,12/7/2016 9:13,12/7/2016,8,22,Morning
1971,City,172,Trip Completed,12/7/2016 12:08,12/7/2016 13:25,12/7/2016,12,8,Afternoon
2632,City,172,Trip Completed,12/7/2016 22:19,12/7/2016 23:21,12/7/2016,22,19,Night
2935,City,172,Trip Completed,7/13/2016 6:30,7/13/2016 7:01,7/13/2016,6,30,Early Morning
3142,Airport,172,Trip Completed,7/13/2016 8:50,7/13/2016 9:59,7/13/2016,8,50,Morning
4516,City,172,Trip Completed,7/14/2016 9:11,7/14/2016 9:57,7/14/2016,9,11,Morning
4605,Airport,172,Trip Completed,7/14/2016 10:14,7/14/2016 11:25,7/14/2016,10,14,Morning
5936,Airport,172,Trip Completed,7/15/2016 10:17,7/15/2016 11:04,7/15/2016,10,17,Morning
6621,City,172,Trip Completed,7/15/2016 21:49,7/15/2016 22:30,7/15/2016,21,49,Night
752,Airport,173,Trip Completed,11/7/2016 16:03,11/7/2016 17:08,11/7/2016,16,3,Evening
1336,City,173,Trip Completed,11/7/2016 23:17,11/7/2016 23:52,11/7/2016,23,17,Night
1836,Airport,173,Trip Completed,12/7/2016 9:37,12/7/2016 10:19,12/7/2016,9,37,Morning
2447,Airport,173,Trip Completed,12/7/2016 20:24,12/7/2016 21:36,12/7/2016,20,24,Night
3517,Airport,173,Trip Completed,7/13/2016 17:46,7/13/2016 18:35,7/13/2016,17,46,Evening
3831,Airport,173,Trip Completed,7/13/2016 21:16,7/13/2016 22:16,7/13/2016,21,16,Night
4136,City,173,Trip Completed,7/14/2016 4:46,7/14/2016 5:21,7/14/2016,4,46,Early Morning
4700,Airport,173,Trip Completed,7/14/2016 13:08,7/14/2016 13:54,7/14/2016,13,8,Afternoon
5484,City,173,Trip Completed,7/15/2016 4:54,7/15/2016 5:47,7/15/2016,4,54,Early Morning
5900,City,173,Trip Completed,7/15/2016 9:53,7/15/2016 10:44,7/15/2016,9,53,Morning
6634,Airport,173,Trip Completed,7/15/2016 22:03,7/15/2016 22:44,7/15/2016,22,3,Night
426,City,174,Trip Completed,11/7/2016 8:48,11/7/2016 9:53,11/7/2016,8,48,Morning
1320,City,174,Trip Completed,11/7/2016 22:52,12/7/2016 0:06,11/7/2016,22,52,Night
1588,City,174,Trip Completed,12/7/2016 6:32,12/7/2016 7:19,12/7/2016,6,32,Early Morning
2375,Airport,174,Trip Completed,12/7/2016 19:38,12/7/2016 20:38,12/7/2016,19,38,Night
4411,Airport,174,Trip Completed,7/14/2016 8:09,7/14/2016 8:52,7/14/2016,8,9,Morning
4769,Airport,174,Trip Completed,7/14/2016 15:42,7/14/2016 16:41,7/14/2016,15,42,Afternoon
5149,City,174,Trip Completed,7/14/2016 20:27,7/14/2016 21:26,7/14/2016,20,27,Night
5659,City,174,Trip Completed,7/15/2016 7:03,7/15/2016 8:08,7/15/2016,7,3,Early Morning
545,City,175,Trip Completed,11/7/2016 10:06,11/7/2016 10:42,11/7/2016,10,6,Morning
778,City,175,Trip Completed,11/7/2016 16:39,11/7/2016 17:18,11/7/2016,16,39,Evening
1289,City,175,Trip Completed,11/7/2016 22:26,11/7/2016 22:55,11/7/2016,22,26,Night
1654,Airport,175,Trip Completed,12/7/2016 7:23,12/7/2016 8:06,12/7/2016,7,23,Early Morning
1945,Airport,175,Trip Completed,12/7/2016 11:33,12/7/2016 12:44,12/7/2016,11,33,Morning
2460,City,175,Trip Completed,12/7/2016 20:29,12/7/2016 21:40,12/7/2016,20,29,Night
2877,Airport,175,Trip Completed,7/13/2016 5:49,7/13/2016 7:03,7/13/2016,5,49,Early Morning
3264,City,175,Trip Completed,7/13/2016 10:21,7/13/2016 11:31,7/13/2016,10,21,Morning
3927,City,175,Trip Completed,7/13/2016 22:22,7/13/2016 23:21,7/13/2016,22,22,Night
5774,City,175,Trip Completed,7/15/2016 8:29,7/15/2016 9:22,7/15/2016,8,29,Morning
923,City,176,Trip Completed,11/7/2016 18:26,11/7/2016 19:37,11/7/2016,18,26,Evening
1439,City,176,Trip Completed,12/7/2016 4:45,12/7/2016 5:19,12/7/2016,4,45,Early Morning
2130,City,176,Trip Completed,12/7/2016 17:04,12/7/2016 17:46,12/7/2016,17,4,Evening
2797,City,176,Trip Completed,7/13/2016 4:53,7/13/2016 6:07,7/13/2016,4,53,Early Morning
3135,Airport,176,Trip Completed,7/13/2016 8:48,7/13/2016 9:21,7/13/2016,8,48,Morning
3525,Airport,176,Trip Completed,7/13/2016 17:48,7/13/2016 18:50,7/13/2016,17,48,Evening
3925,Airport,176,Trip Completed,7/13/2016 22:26,7/13/2016 23:25,7/13/2016,22,26,Night
4087,City,176,Trip Completed,7/14/2016 2:52,7/14/2016 3:57,7/14/2016,2,52,Late Night
4706,City,176,Trip Completed,7/14/2016 13:14,7/14/2016 14:00,7/14/2016,13,14,Afternoon
5448,Airport,176,Trip Completed,7/15/2016 3:22,7/15/2016 4:27,7/15/2016,3,22,Late Night
5645,City,176,Trip Completed,7/15/2016 6:51,7/15/2016 7:35,7/15/2016,6,51,Early Morning
5862,City,176,Trip Completed,7/15/2016 9:19,7/15/2016 9:56,7/15/2016,9,19,Morning
6079,Airport,176,Trip Completed,7/15/2016 14:21,7/15/2016 15:07,7/15/2016,14,21,Afternoon
6648,Airport,176,Trip Completed,7/15/2016 22:04,7/15/2016 23:14,7/15/2016,22,4,Night
863,City,177,Trip Completed,11/7/2016 17:55,11/7/2016 18:43,11/7/2016,17,55,Evening
1324,City,177,Trip Completed,11/7/2016 22:59,12/7/2016 0:05,11/7/2016,22,59,Night
1666,City,177,Trip Completed,12/7/2016 7:37,12/7/2016 8:49,12/7/2016,7,37,Early Morning
1797,Airport,177,Trip Completed,12/7/2016 9:15,12/7/2016 9:41,12/7/2016,9,15,Morning
2279,Airport,177,Trip Completed,12/7/2016 18:38,12/7/2016 19:26,12/7/2016,18,38,Evening
2997,City,177,Trip Completed,7/13/2016 7:10,7/13/2016 7:49,7/13/2016,7,10,Early Morning
3343,Airport,177,Trip Completed,7/13/2016 12:57,7/13/2016 13:42,7/13/2016,12,57,Afternoon
3625,Airport,177,Trip Completed,7/13/2016 18:57,7/13/2016 20:01,7/13/2016,18,57,Evening
4310,City,177,Trip Completed,7/14/2016 6:48,7/14/2016 7:42,7/14/2016,6,48,Early Morning
4750,Airport,177,Trip Completed,7/14/2016 15:09,7/14/2016 16:20,7/14/2016,15,9,Afternoon
5185,Airport,177,Trip Completed,7/14/2016 20:35,7/14/2016 21:49,7/14/2016,20,35,Night
5978,Airport,177,Trip Completed,7/15/2016 11:27,7/15/2016 12:10,7/15/2016,11,27,Morning
6073,City,177,Trip Completed,7/15/2016 14:02,7/15/2016 14:50,7/15/2016,14,2,Afternoon
455,City,178,Trip Completed,11/7/2016 9:17,11/7/2016 10:12,11/7/2016,9,17,Morning
651,Airport,178,Trip Completed,11/7/2016 12:45,11/7/2016 13:25,11/7/2016,12,45,Afternoon
742,City,178,Trip Completed,11/7/2016 15:38,11/7/2016 16:25,11/7/2016,15,38,Afternoon
828,Airport,178,Trip Completed,11/7/2016 17:35,11/7/2016 18:07,11/7/2016,17,35,Evening
1701,City,178,Trip Completed,12/7/2016 7:58,12/7/2016 8:47,12/7/2016,7,58,Early Morning
1985,City,178,Trip Completed,12/7/2016 12:24,12/7/2016 13:29,12/7/2016,12,24,Afternoon
2277,City,178,Trip Completed,12/7/2016 18:39,12/7/2016 19:34,12/7/2016,18,39,Evening
3108,Airport,178,Trip Completed,7/13/2016 8:25,7/13/2016 9:35,7/13/2016,8,25,Morning
3880,Airport,178,Trip Completed,7/13/2016 21:54,7/13/2016 22:35,7/13/2016,21,54,Night
4252,City,178,Trip Completed,7/14/2016 6:05,7/14/2016 6:46,7/14/2016,6,5,Early Morning
4646,Airport,178,Trip Completed,7/14/2016 11:49,7/14/2016 12:55,7/14/2016,11,49,Morning
5560,Airport,178,Trip Completed,7/15/2016 5:35,7/15/2016 6:19,7/15/2016,5,35,Early Morning
483,City,179,Trip Completed,11/7/2016 9:26,11/7/2016 10:04,11/7/2016,9,26,Morning
628,Airport,179,Trip Completed,11/7/2016 12:19,11/7/2016 13:00,11/7/2016,12,19,Afternoon
2285,City,179,Trip Completed,12/7/2016 18:34,12/7/2016 19:14,12/7/2016,18,34,Evening
4024,Airport,179,Trip Completed,7/13/2016 0:06,7/13/2016 0:42,7/13/2016,0,6,Late Night
2952,City,179,Trip Completed,7/13/2016 6:39,7/13/2016 7:56,7/13/2016,6,39,Early Morning
4631,Airport,179,Trip Completed,7/14/2016 11:16,7/14/2016 12:24,7/14/2016,11,16,Morning
5200,Airport,179,Trip Completed,7/14/2016 20:48,7/14/2016 21:38,7/14/2016,20,48,Night
5711,City,179,Trip Completed,7/15/2016 7:40,7/15/2016 8:33,7/15/2016,7,40,Early Morning
